Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
Haiti,Plantains and others,2007,64865,1440.0,27.85,27.47
Tajikistan,"Rice, paddy",1992,20184,691.0,2280.0,7.9
Malawi,Wheat,1997,5896,1181.0,173.19,20.62
India,Wheat,1994,23796,1083.0,61357.0,26.03
India,Wheat,2009,29071,1083.0,28707.01,28.03
Mexico,Potatoes,1992,168178,758.0,34468.93,21.0
Argentina,Sweet potatoes,2012,148126,591.0,136185.08,18.43
Dominican Republic,Sweet potatoes,1997,49019,1410.0,3846.0,27.18
Egypt,Wheat,2001,63580,51.0,5039.0,21.45
Madagascar,Potatoes,2006,58565,1513.0,109.39,20.09
Italy,Soybeans,2002,38613,832.0,94211.0,8.15
Mexico,Sorghum,2010,39246,758.0,63402.29,16.19
India,Cassava,2012,385818,1083.0,52980.0,27.03
Pakistan,Potatoes,2008,164550,494.0,4946.79,26.74
India,"Rice, paddy",1991,26271,1083.0,72133.0,26.9
Kazakhstan,Potatoes,2007,155792,250.0,5575.89,4.14
Mali,Yams,2006,250000,282.0,11.87,27.62
Kazakhstan,Wheat,1996,6835,250.0,13047.0,1.61
Dominican Republic,"Rice, paddy",2001,48950,1410.0,7182.0,26.78
India,Maize,1996,17094,1083.0,56114.0,26.46
Australia,Sweet potatoes,2004,333333,534.0,36276.0,17.87
Brazil,Potatoes,2000,171813,1761.0,140423.0,25.35
Germany,Wheat,2006,72007,700.0,38540.15,5.94
Cameroon,Maize,1998,18911,1604.0,258.02,25.66
Zimbabwe,Sorghum,1991,5983,657.0,6753.0,20.95
Japan,Yams,1990,210808,1668.0,79821.18,14.14
Saudi Arabia,Wheat,1997,44497,59.0,2513.0,25.88
Pakistan,Wheat,1995,20811,494.0,7681.0,22.61
Indonesia,Soybeans,1999,12013,2702.0,1597.0,27.01
Saudi Arabia,Maize,2005,37301,59.0,3875.97,26.27
Iraq,Potatoes,2001,163947,216.0,837.47,24.45
Indonesia,Maize,1990,21323,2702.0,2432.0,27.47
Austria,Soybeans,2013,19697,1110.0,3108.6,10.03
Egypt,Sweet potatoes,1998,240060,51.0,4715.0,22.36
Romania,Maize,2001,31232,637.0,7871.1,11.9
Sweden,Wheat,1993,58993,624.0,1466.0,6.98
Armenia,Potatoes,2013,215290,562.0,278.72,11.08
Brazil,Wheat,2013,27491,1761.0,367778.0,26.4
Turkey,Maize,1992,42427,593.0,27110.0,13.01
India,Wheat,1999,25901,1083.0,46195.0,26.96
Turkey,Sorghum,2010,70968,593.0,38554.69,21.02
Zimbabwe,Sorghum,2006,4091,657.0,3164.45,20.7
Hungary,"Rice, paddy",2000,34932,589.0,4151.0,11.69
Germany,Soybeans,2013,20000,700.0,43756.1,10.12
Romania,Potatoes,2006,141860,637.0,6733.2,11.63
Senegal,Sweet potatoes,2008,250000,686.0,603.9,25.5
Indonesia,Soybeans,2007,12908,2702.0,1597.0,27.14
Brazil,Sweet potatoes,2010,118459,1761.0,342580.0,20.72
Brazil,Yams,1990,91489,1761.0,49695.0,17.77
India,Sorghum,2012,9568,1083.0,52980.0,25.86
Turkey,Potatoes,1996,235756,593.0,30286.0,19.47
Spain,Wheat,1993,24492,636.0,29408.0,16.28
South Africa,Potatoes,2007,330590,495.0,26857.0,21.07
Ecuador,Sweet potatoes,2004,25760,2274.0,29799.84,22.33
Morocco,Sorghum,2012,9475,346.0,13697.0,18.2
India,"Rice, paddy",2012,36909,1083.0,52980.0,25.82
Algeria,"Rice, paddy",1999,13942,89.0,654.45,17.97
Pakistan,Potatoes,2009,202848,494.0,3957.61,26.68
Bahamas,Sweet potatoes,2008,34462,1292.0,268.2,25.63
South Africa,Potatoes,2005,333534,495.0,26857.0,21.14
Australia,Sorghum,1998,21321,534.0,37215.0,13.61
India,Sweet potatoes,1996,80716,1083.0,56114.0,26.1
Bahamas,Maize,2013,74465,1292.0,268.2,25.88
Mexico,Potatoes,2009,277374,758.0,61690.08,21.76
India,Sweet potatoes,1991,83453,1083.0,72133.0,25.74
India,Potatoes,2002,194173,1083.0,42482.56,25.07
Mozambique,Sweet potatoes,1993,64706,1032.0,102.26,22.04
Brazil,Yams,1998,91823,1761.0,118930.56,26.63
South Africa,Soybeans,1990,19377,495.0,16582.0,15.56
Tunisia,Sorghum,1998,4217,207.0,868.44,19.19
Denmark,Wheat,1998,72476,703.0,3623.0,8.65
Brazil,"Rice, paddy",2009,44049,1761.0,335742.0,27.39
India,Soybeans,1990,10145,1083.0,75000.0,25.25
Sri Lanka,"Rice, paddy",2010,40558,1712.0,1450.54,26.83
Madagascar,Maize,2002,8845,1513.0,240.84,20.14
Mexico,"Rice, paddy",2005,50653,758.0,51741.99,16.7
Angola,Sweet potatoes,1999,82865,1010.0,40.0,24.37
India,Cassava,2005,304978,1083.0,35342.0,25.07
El Salvador,Potatoes,1994,140741,1784.0,3630.31,26.33
Malaysia,Soybeans,1990,3333,2875.0,39406.48,27.21
India,Potatoes,2000,186443,1083.0,44957.52,26.43
Zambia,Soybeans,1995,9759,1020.0,716.0,21.86
Germany,Soybeans,1999,26010,700.0,30019.0,10.58
Uruguay,Potatoes,1999,163866,1300.0,3925.03,16.62
Brazil,Wheat,2002,14754,1761.0,145552.0,19.09
India,"Rice, paddy",2010,33587,1083.0,40093.69,27.29
Italy,"Rice, paddy",1995,55206,832.0,84153.0,12.47
Haiti,"Rice, paddy",1992,21586,1440.0,11.52,26.81
Brazil,Potatoes,2009,248299,1761.0,335742.0,22.25
Argentina,Sorghum,2000,46477,591.0,63265.78,16.98
Mexico,Maize,2000,24620,758.0,34468.93,25.16
Spain,Sorghum,1995,42969,636.0,27852.0,12.99
El Salvador,Sorghum,2002,18428,1784.0,2388.47,26.12
India,Wheat,1996,24828,1083.0,56114.0,27.06
Indonesia,Sweet potatoes,2009,111920,2702.0,1597.0,27.31
Greece,Maize,1991,101042,652.0,7420.0,17.07
India,"Rice, paddy",2009,32366,1083.0,28707.01,28.1
Zimbabwe,Wheat,1998,55000,657.0,2883.0,21.3
Iraq,Wheat,2001,7405,216.0,837.47,24.45
Ecuador,Wheat,1993,6711,2274.0,1844.0,17.42
Kazakhstan,Wheat,2005,9480,250.0,3666.62,4.0
Indonesia,Maize,2012,48987,2702.0,1597.0,27.48
Turkey,Wheat,2008,23451,593.0,37640.2,18.47
India,Potatoes,1997,193913,1083.0,52279.0,26.45
Colombia,Sorghum,1996,32993,3240.0,18131.0,22.07
Rwanda,Maize,2006,8531,1212.0,288.72,20.02
Egypt,Sweet potatoes,2000,273327,51.0,4931.0,21.49
India,Maize,2002,16807,1083.0,42482.56,26.06
Peru,Cassava,2013,121025,1738.0,17942.97,17.0
Morocco,Soybeans,2004,10000,346.0,15064.0,18.21
Brazil,Sorghum,1994,19056,1761.0,84312.78,20.77
Japan,Yams,1997,209840,1668.0,79821.18,13.43
India,Sorghum,2007,8443,1083.0,27422.77,24.6
Senegal,Maize,1995,10881,686.0,435.31,25.33
Brazil,Potatoes,1991,140264,1761.0,58349.44,27.34
Poland,Maize,1991,48468,600.0,5422.0,7.9
Mexico,Wheat,1999,46310,758.0,34468.93,16.09
Greece,"Rice, paddy",1998,72195,652.0,10702.0,18.15
Rwanda,Cassava,2006,64378,1212.0,288.72,20.02
Pakistan,Potatoes,1991,104452,494.0,5962.0,26.98
Argentina,Sweet potatoes,2005,154472,591.0,65437.73,17.83
Mexico,Maize,2006,30012,758.0,50891.95,25.35
Lesotho,Potatoes,2012,164286,788.0,271.84,14.62
Brazil,Sweet potatoes,2010,118459,1761.0,342580.0,26.3
Mexico,Cassava,1997,96021,758.0,34468.93,20.35
Spain,Sweet potatoes,2005,161439,636.0,41017.0,16.97
Mauritania,Yams,2002,62636,92.0,3.2,27.84
Nicaragua,Soybeans,2010,22090,2280.0,12242.19,27.01
Brazil,Soybeans,1997,22977,1761.0,110276.11,27.85
Colombia,Cassava,2002,103100,3240.0,84023.26,27.77
Australia,Sorghum,2007,20918,534.0,32446.25,12.83
Germany,Soybeans,2000,20000,700.0,35273.17,10.12
Libya,Maize,1998,18000,56.0,1262.38,19.75
Turkey,Wheat,2008,23451,593.0,37640.2,14.91
Indonesia,Cassava,2004,154679,2702.0,1597.0,27.69
India,Sorghum,1993,8981,1083.0,66388.0,25.22
Brazil,Cassava,2008,141371,1761.0,312637.0,18.8
Rwanda,Potatoes,2005,96891,1212.0,222.92,20.29
France,Potatoes,2001,374385,867.0,99694.0,11.37
Brazil,Cassava,2010,139499,1761.0,342580.0,19.01
India,Sweet potatoes,1998,86907,1083.0,49157.0,24.34
Japan,Maize,2005,25260,1668.0,63829.77,15.36
Zambia,Wheat,2012,68135,1020.0,1670.0,20.8
Peru,Sweet potatoes,2012,174591,1738.0,18885.82,17.68
Pakistan,Sorghum,1999,6167,494.0,20450.0,23.8
India,Sorghum,1999,8472,1083.0,46195.0,27.24
Eritrea,Wheat,1994,7449,383.0,4.44,24.13
Brazil,Wheat,2013,27491,1761.0,367778.0,25.19
Turkey,"Rice, paddy",1999,52321,593.0,33089.0,15.0
South Africa,"Rice, paddy",1992,21503,495.0,16582.0,16.48
India,Cassava,2010,347555,1083.0,40093.69,24.98
Senegal,Sweet potatoes,2006,250252,686.0,511.93,25.32
South Africa,Potatoes,2009,339378,495.0,26857.0,15.44
Mexico,Wheat,2012,56568,758.0,64512.22,25.5
India,Cassava,1998,252815,1083.0,49157.0,27.87
Pakistan,Maize,1991,14235,494.0,5962.0,25.87
Pakistan,Sorghum,2011,6417,494.0,1979.27,27.02
Italy,Maize,2005,93678,832.0,84647.0,7.33
Burundi,Wheat,2010,7393,1274.0,264.53,21.75
Zambia,"Rice, paddy",2009,16390,1020.0,1670.0,20.76
Dominican Republic,Sweet potatoes,1991,68826,1410.0,4971.0,26.43
Belarus,Maize,2008,43890,618.0,8306.31,7.75
Pakistan,Sorghum,1994,6011,494.0,6183.0,18.78
Australia,Sorghum,2013,34419,534.0,45177.18,17.39
India,Sweet potatoes,1994,84823,1083.0,61357.0,25.87
Mexico,Sweet potatoes,1991,174848,758.0,34468.93,19.69
India,Wheat,1999,25901,1083.0,46195.0,26.36
Uruguay,Potatoes,2010,200915,1300.0,14981.18,17.11
Angola,Maize,2009,6614,1010.0,40.0,24.33
South Africa,Sorghum,1998,27306,495.0,24304.0,21.22
India,Soybeans,1997,10789,1083.0,52279.0,24.71
Australia,Soybeans,2002,19487,534.0,26651.0,17.73
United Kingdom,Wheat,2002,80028,1220.0,30995.26,9.78
Senegal,"Rice, paddy",1995,22497,686.0,435.31,25.33
Brazil,Cassava,2001,135418,1761.0,151523.0,24.99
Japan,Sweet potatoes,2002,254321,1668.0,70262.54,16.0
Niger,Sorghum,1993,1341,151.0,62.0,29.64
Brazil,Sweet potatoes,1994,113070,1761.0,84312.78,21.91
Croatia,Maize,1997,58802,1113.0,3026.25,10.18
Brazil,Soybeans,2006,23796,1761.0,238716.0,26.26
Japan,Maize,1993,25000,1668.0,79821.18,12.49
Tajikistan,Maize,1999,28100,691.0,601.94,8.74
Mali,Potatoes,2013,193555,282.0,1.52,28.53
Pakistan,"Rice, paddy",2012,35966,494.0,990.09,23.1
Peru,Cassava,1999,109259,1738.0,4029.0,16.65
Morocco,Wheat,1997,9292,346.0,12214.0,18.31
Mexico,Wheat,2005,47517,758.0,51741.99,16.93
Guatemala,Sorghum,2010,17398,1996.0,14898.25,19.85
Egypt,"Rice, paddy",2011,95670,51.0,12945.0,21.18
Morocco,"Rice, paddy",1998,54108,346.0,12621.14,18.21
Uganda,Sweet potatoes,2005,44136,1180.0,88.0,24.29
India,Wheat,2000,27785,1083.0,44957.52,26.13
Senegal,"Rice, paddy",1993,24809,686.0,357.55,24.99
India,Maize,2007,23352,1083.0,27422.77,26.27
Turkey,Wheat,2001,20765,593.0,25539.0,12.32
Pakistan,Sweet potatoes,2004,113473,494.0,8903.48,23.78
Lithuania,Potatoes,2001,102868,656.0,726.09,6.75
Germany,Potatoes,2011,457565,700.0,43754.35,6.56
Albania,Potatoes,2004,149346,1485.0,817.68,16.16
Australia,"Rice, paddy",2000,82573,534.0,33475.0,17.08
Pakistan,Maize,1997,16352,494.0,16936.0,22.14
Burkina Faso,"Rice, paddy",2013,21993,748.0,843.0,29.41
Bangladesh,Soybeans,2011,15898,2666.0,14798.28,25.8
Indonesia,Sweet potatoes,2004,103053,2702.0,1597.0,25.67
Bangladesh,Potatoes,1993,106787,2666.0,1487.0,25.73
Australia,Maize,2008,56912,534.0,42935.38,12.0
Ecuador,Wheat,1995,6951,2274.0,2658.0,21.96
Algeria,Maize,2001,27175,89.0,710.11,18.13
India,Wheat,2013,31538,1083.0,45620.0,28.85
Argentina,Sorghum,1996,38763,591.0,54595.0,17.64
Canada,Soybeans,2013,28810,537.0,81659.8,8.46
India,Maize,2002,16807,1083.0,42482.56,25.58
Rwanda,Yams,2002,40000,1212.0,106.34,19.77
Peru,Plantains and others,2010,128578,1738.0,15590.54,16.97
India,Maize,1999,17922,1083.0,46195.0,25.29
Italy,Sweet potatoes,2000,114353,832.0,79447.0,8.13
Australia,Sweet potatoes,2013,344391,534.0,45177.18,17.39
Italy,Maize,1999,97444,832.0,81583.0,7.64
Iraq,Soybeans,2000,10000,216.0,548.0,20.28
Germany,Potatoes,1994,329512,700.0,26330.0,10.43
Ecuador,"Rice, paddy",1999,35225,2274.0,14216.0,21.43
Thailand,"Rice, paddy",1999,24244,1622.0,22761.0,27.34
Pakistan,Sorghum,1991,5866,494.0,5962.0,24.38
Romania,Wheat,1999,27993,637.0,11280.0,12.34
Pakistan,Potatoes,2005,180795,494.0,7914.31,22.8
Bulgaria,Soybeans,1995,9043,608.0,3519.75,8.69
Brazil,Sweet potatoes,1991,101504,1761.0,58349.44,27.34
Pakistan,Wheat,2013,27957,494.0,0.92,24.27
Morocco,Sorghum,1994,4719,346.0,10992.57,17.98
Lebanon,Maize,2001,43231,661.0,1816.0,20.29
Ukraine,Wheat,2002,30455,565.0,17486.64,8.87
India,Cassava,1993,230430,1083.0,66388.0,25.06
South Africa,"Rice, paddy",1997,22537,495.0,21596.0,15.38
Sri Lanka,Soybeans,1993,9389,1712.0,1753.2,26.37
Colombia,Sorghum,2007,37000,3240.0,82439.06,27.45
Rwanda,Sorghum,2004,9134,1212.0,159.54,19.93
Pakistan,Sorghum,1991,5866,494.0,5962.0,18.48
Mexico,Soybeans,2010,10925,758.0,63402.29,19.62
South Africa,Maize,1996,27043,495.0,19508.0,15.23
Morocco,Soybeans,1992,11944,346.0,10178.29,17.56
India,Soybeans,2005,10734,1083.0,35342.0,25.82
Pakistan,Sweet potatoes,1992,104368,494.0,5518.0,22.36
India,Wheat,1995,25590,1083.0,61257.0,27.03
Netherlands,Maize,1997,50394,778.0,10568.0,10.03
Mexico,Potatoes,1994,190845,758.0,34468.93,19.73
Lesotho,Potatoes,1991,156250,788.0,0.3,14.66
Canada,Maize,2006,84737,537.0,36572.75,6.3
Brazil,Potatoes,1995,152304,1761.0,92967.22,26.05
Turkey,Potatoes,2006,276077,593.0,27421.0,11.12
Brazil,Yams,2000,91522,1761.0,140423.0,24.36
United Kingdom,Potatoes,1990,365161,1220.0,29517.0,10.94
Rwanda,Sorghum,1999,8322,1212.0,152.0,19.35
Brazil,Yams,1994,91667,1761.0,84312.78,18.42
Brazil,Potatoes,1994,144802,1761.0,84312.78,24.71
India,Sorghum,1996,9591,1083.0,56114.0,24.78
Tajikistan,Potatoes,2012,237444,691.0,264.6,7.71
Eritrea,Potatoes,2009,12000,383.0,27.63,25.3
Indonesia,Sweet potatoes,2007,106643,2702.0,1597.0,25.5
Pakistan,Wheat,2002,22621,494.0,10881.83,23.83
Turkey,"Rice, paddy",2008,75716,593.0,37640.2,18.47
South Africa,Sorghum,2013,23507,495.0,26857.0,18.0
Brazil,"Rice, paddy",2008,42311,1761.0,312637.0,20.22
Japan,Potatoes,2011,294691,1668.0,51796.3,15.71
Iraq,"Rice, paddy",2013,47162,216.0,2162.6,25.14
Ecuador,Sweet potatoes,2010,18963,2274.0,31637.12,21.98
Malaysia,Cassava,2001,157143,2875.0,39406.48,27.24
Japan,Yams,2002,206243,1668.0,70262.54,16.0
Ecuador,Sorghum,2012,15667,2274.0,11469.74,17.46
Italy,Soybeans,2011,34024,832.0,70690.0,8.68
Australia,"Rice, paddy",2010,103895,534.0,42169.39,19.09
India,"Rice, paddy",2004,29756,1083.0,35113.0,27.29
Poland,Maize,1992,36699,600.0,7363.0,8.65
Pakistan,Soybeans,1997,12942,494.0,16936.0,22.14
Dominican Republic,Yams,1995,53450,1410.0,3449.0,26.82
South Africa,Potatoes,1992,178455,495.0,16582.0,16.48
Cameroon,Sweet potatoes,2002,45554,1604.0,815.79,25.26
Peru,Wheat,1995,12643,1738.0,3134.0,17.26
Japan,Soybeans,1996,18093,1668.0,79821.18,12.61
Germany,Wheat,1998,72035,700.0,33377.0,10.05
India,Wheat,1994,23796,1083.0,61357.0,24.29
Turkey,Maize,1995,37322,593.0,27328.0,12.06
Eritrea,Maize,2006,9755,383.0,27.63,24.7
Papua New Guinea,Cassava,1996,106667,3142.0,105.0,25.41
Malaysia,Maize,1995,18696,2875.0,39406.48,27.05
Mauritius,Cassava,2002,107692,2041.0,606.85,24.4
Lebanon,Maize,1993,18919,661.0,1221.0,19.14
Pakistan,Wheat,1998,22376,494.0,18406.0,23.11
Qatar,Wheat,1995,22969,74.0,4.0,27.16
Australia,Sweet potatoes,2001,333333,534.0,32710.0,18.39
El Salvador,Potatoes,1993,141509,1784.0,3785.54,26.12
Brazil,Cassava,2006,140463,1761.0,238716.0,27.34
Brazil,Soybeans,1990,17322,1761.0,49695.0,17.77
India,Cassava,2004,270436,1083.0,35113.0,24.69
Brazil,Potatoes,1990,141084,1761.0,49695.0,24.64
Brazil,Sorghum,1996,18118,1761.0,101621.67,27.07
Mexico,Sweet potatoes,1992,202929,758.0,34468.93,21.0
Bulgaria,Maize,1992,28128,608.0,3906.0,9.07
Morocco,Sweet potatoes,1999,133761,346.0,13028.29,17.68
Jamaica,Maize,1999,12231,2051.0,909.71,27.12
South Africa,Maize,1990,22051,495.0,16582.0,18.91
Bangladesh,Maize,1992,9319,2666.0,1453.0,25.86
Mexico,"Rice, paddy",1991,40954,758.0,34468.93,16.42
Iraq,Sorghum,2001,3333,216.0,837.47,20.8
India,Sorghum,2004,7161,1083.0,35113.0,26.25
Lesotho,Sorghum,1991,5399,788.0,0.3,14.66
Uruguay,Potatoes,2001,146493,1300.0,4433.04,17.61
Uganda,Maize,2005,15859,1180.0,88.0,24.29
Pakistan,Soybeans,2000,12160,494.0,27885.0,27.73
Denmark,Wheat,2006,69964,703.0,3212.0,9.74
India,Potatoes,2006,185920,1083.0,37423.0,26.37
Australia,Potatoes,2001,328633,534.0,32710.0,14.18
India,"Rice, paddy",2006,31759,1083.0,37423.0,26.37
Armenia,Wheat,2012,26010,562.0,278.72,10.2
Indonesia,Maize,1991,21505,2702.0,3259.0,26.61
Libya,Wheat,2004,7841,56.0,7306.63,19.76
Mozambique,Sweet potatoes,2001,69231,1032.0,26.05,21.94
India,Cassava,1995,252775,1083.0,61257.0,25.86
Brazil,Sorghum,2011,25497,1761.0,345026.0,21.74
Uruguay,"Rice, paddy",2000,63840,1300.0,3650.08,16.95
Indonesia,Potatoes,2013,160184,2702.0,1597.0,26.72
Bulgaria,Soybeans,1993,6742,608.0,3777.25,9.0
Mexico,Soybeans,2006,14962,758.0,50891.95,20.3
Pakistan,"Rice, paddy",2001,27542,494.0,11871.0,26.5
Papua New Guinea,Maize,2002,52970,3142.0,105.0,25.48
Haiti,Cassava,2008,43939,1440.0,27.85,27.08
Estonia,Potatoes,2013,193558,626.0,567.0,7.28
Morocco,Sorghum,1996,6055,346.0,11806.86,17.75
Lebanon,Wheat,1994,22244,661.0,1221.0,19.93
India,Cassava,2010,347555,1083.0,40093.69,26.93
Germany,Potatoes,2009,443045,700.0,39289.43,5.89
Brazil,Maize,1999,27765,1761.0,127585.0,25.88
Mexico,Potatoes,2008,277258,758.0,61732.11,16.22
Morocco,Maize,2001,2107,346.0,13842.57,18.56
Bangladesh,Sweet potatoes,1999,92786,2666.0,2532.0,26.31
Jamaica,Potatoes,1991,91380,2051.0,1415.65,27.24
Spain,Potatoes,1997,216815,636.0,34023.0,13.02
Brazil,Cassava,2010,139499,1761.0,342580.0,18.18
Central African Republic,Yams,1992,68421,1342.0,0.04,24.81
India,Sorghum,2012,9568,1083.0,52980.0,24.37
Kazakhstan,Wheat,2007,12983,250.0,5575.89,7.78
Australia,"Rice, paddy",1990,88000,534.0,17866.0,12.11
Indonesia,Potatoes,2005,164014,2702.0,1597.0,27.11
Nicaragua,Soybeans,1999,21901,2280.0,4097.16,26.82
Pakistan,Sorghum,2011,6417,494.0,1979.27,19.53
Egypt,Sweet potatoes,2010,306078,51.0,11590.0,23.72
Pakistan,Sweet potatoes,1994,99148,494.0,6183.0,26.36
Mozambique,Sweet potatoes,2010,111841,1032.0,1187.1,22.1
India,Sorghum,1999,8472,1083.0,46195.0,27.21
Mauritius,Maize,2001,72037,2041.0,603.16,24.49
Indonesia,"Rice, paddy",2007,47052,2702.0,1597.0,27.49
Guatemala,Plantains and others,1993,418505,1996.0,12004.33,19.85
Niger,Sweet potatoes,2004,177570,151.0,26.31,29.8
United Kingdom,Potatoes,1998,391347,1220.0,35422.0,10.0
Turkey,Soybeans,2002,29412,593.0,27915.0,19.54
India,"Rice, paddy",2008,32509,1083.0,14485.33,25.56
Brazil,Maize,1995,26005,1761.0,92967.22,27.34
Mexico,Wheat,2007,50824,758.0,64501.28,22.18
Saudi Arabia,Potatoes,1991,175355,59.0,994.0,25.43
Dominican Republic,Cassava,1998,62593,1410.0,4375.0,27.16
Colombia,Maize,2001,20755,3240.0,85515.3,22.5
Brazil,Soybeans,1997,22977,1761.0,110276.11,25.2
Mexico,Maize,2001,25777,758.0,31373.3,21.23
Portugal,"Rice, paddy",1991,50940,854.0,9357.0,16.09
El Salvador,Soybeans,2005,20768,1784.0,1922.78,26.07
Japan,Sweet potatoes,1994,246394,1668.0,79821.18,13.78
India,Cassava,1991,218925,1083.0,72133.0,25.49
India,Sorghum,2012,9568,1083.0,52980.0,25.39
Pakistan,Maize,2000,17086,494.0,27885.0,26.71
India,Sweet potatoes,1992,82835,1083.0,70791.0,23.79
India,Wheat,2001,27081,1083.0,43720.04,27.56
Kazakhstan,Sorghum,1997,6250,250.0,8112.0,4.52
India,Potatoes,1994,166101,1083.0,61357.0,25.95
Zambia,Cassava,2000,49409,1020.0,1670.0,20.66
Mexico,Sorghum,2004,38223,758.0,26433.14,21.24
Thailand,Wheat,2005,7816,1622.0,43831.0,27.92
Ecuador,Sweet potatoes,1996,36429,2274.0,2407.0,21.69
Japan,Maize,1996,24510,1668.0,79821.18,14.79
India,Potatoes,2013,227606,1083.0,45620.0,26.61
Mexico,"Rice, paddy",2004,44631,758.0,26433.14,22.26
Pakistan,Soybeans,2006,11287,494.0,6925.13,26.46
Haiti,Sorghum,2005,8696,1440.0,27.85,27.35
Australia,Maize,2007,49103,534.0,32446.25,20.31
Bulgaria,Maize,1999,38239,608.0,3004.75,9.67
India,Soybeans,2005,10734,1083.0,35342.0,25.62
Italy,Soybeans,2012,27591,832.0,61889.0,8.05
Ecuador,"Rice, paddy",2012,42178,2274.0,11469.74,17.46
India,"Rice, paddy",2000,28508,1083.0,44957.52,26.05
Mexico,Soybeans,2001,16503,758.0,31373.3,15.98
Pakistan,Maize,2001,17631,494.0,11871.0,25.18
New Zealand,Sweet potatoes,2013,113617,1732.0,5086.0,13.57
Spain,"Rice, paddy",2006,67992,636.0,39767.0,17.97
Canada,Maize,1999,79747,537.0,44293.0,6.02
India,Sorghum,1995,8235,1083.0,61257.0,25.76
Turkey,"Rice, paddy",1998,52601,593.0,30162.0,12.56
Burundi,Maize,2000,10521,1274.0,109.87,21.32
Nicaragua,"Rice, paddy",2010,51406,2280.0,12242.19,27.01
Colombia,Yams,1996,109892,3240.0,18131.0,27.12
Iraq,Maize,2004,22486,216.0,828.62,23.72
Cameroon,Plantains and others,2005,79720,1604.0,829.59,25.36
Armenia,Wheat,1999,19466,562.0,60.38,10.11
Malaysia,Sweet potatoes,1998,112000,2875.0,39406.48,27.89
Poland,Maize,2007,65743,600.0,18721.0,9.32
Dominican Republic,Sweet potatoes,2004,64152,1410.0,3713.96,26.71
South Africa,Wheat,2000,25997,495.0,26857.0,18.26
Zimbabwe,Cassava,2002,42679,657.0,3023.72,21.08
Mozambique,"Rice, paddy",2007,2845,1032.0,547.31,21.91
Brazil,Sweet potatoes,1991,101504,1761.0,58349.44,25.06
Bahrain,Potatoes,2011,171162,83.0,9.14,27.01
Spain,Sweet potatoes,1994,191059,636.0,31244.0,17.51
Australia,"Rice, paddy",1993,76400,534.0,23899.0,17.42
Senegal,Maize,2009,16300,686.0,649.88,25.01
Botswana,Sorghum,1991,3663,416.0,19.0,19.29
Ghana,Plantains and others,1993,80432,1187.0,65.8,26.67
Australia,Soybeans,2013,22336,534.0,45177.18,14.74
Haiti,Cassava,1991,39881,1440.0,18.86,27.01
Mozambique,Wheat,1991,15000,1032.0,102.26,21.77
Pakistan,Maize,2013,42313,494.0,0.92,25.95
Guyana,Cassava,2004,109834,2387.0,289.9,27.45
Niger,Maize,2000,6154,151.0,62.0,29.43
South Africa,Wheat,2002,25906,495.0,26857.0,19.28
Mexico,Potatoes,2008,277258,758.0,61732.11,17.21
Brazil,Maize,2008,40800,1761.0,312637.0,18.8
Japan,Potatoes,2012,307882,1668.0,54716.4,13.11
Mexico,Maize,2004,28188,758.0,26433.14,21.24
India,"Rice, paddy",2007,32924,1083.0,27422.77,25.44
Bulgaria,Wheat,2011,39197,608.0,1459.75,9.17
Kazakhstan,Soybeans,2009,18002,250.0,8716.14,3.03
Canada,Potatoes,1990,250994,537.0,29568.0,7.41
Japan,"Rice, paddy",1991,58590,1668.0,79821.18,15.49
Hungary,Potatoes,1995,157750,589.0,7715.0,10.34
Mexico,Wheat,1991,41272,758.0,34468.93,24.46
Brazil,"Rice, paddy",2013,50071,1761.0,367778.0,27.71
Brazil,Soybeans,2009,26365,1761.0,335742.0,20.78
Pakistan,Wheat,2006,25186,494.0,6925.13,23.28
India,Wheat,2007,27079,1083.0,27422.77,26.0
Pakistan,Sorghum,2000,6179,494.0,27885.0,25.32
Mexico,Potatoes,2006,248610,758.0,50891.95,19.53
India,Maize,2005,19385,1083.0,35342.0,25.4
Burundi,Soybeans,2008,7683,1274.0,456.44,21.29
Bahamas,Maize,1993,16000,1292.0,484.59,25.26
India,Potatoes,2000,186443,1083.0,44957.52,26.05
India,Wheat,2004,27132,1083.0,35113.0,26.63
Kenya,Wheat,2009,16665,630.0,1578.0,17.3
India,Wheat,2007,27079,1083.0,27422.77,24.59
Burkina Faso,Sweet potatoes,1991,55862,748.0,29.1,28.4
Uruguay,Wheat,2011,33979,1300.0,17517.76,16.9
India,"Rice, paddy",2006,31759,1083.0,37423.0,24.98
Colombia,Sorghum,2005,37000,3240.0,117881.45,27.56
Brazil,Sweet potatoes,2000,110351,1761.0,140423.0,18.01
Pakistan,Soybeans,2009,6078,494.0,3957.61,27.88
South Africa,Soybeans,2006,17625,495.0,26857.0,18.42
Zimbabwe,Cassava,2010,45152,657.0,3305.17,21.17
Ecuador,Soybeans,2013,16585,2274.0,6471.77,21.69
El Salvador,Cassava,2013,154928,1784.0,6005.08,26.36
Ecuador,Cassava,2010,32033,2274.0,31637.12,22.3
Honduras,"Rice, paddy",2008,51911,1976.0,5130.42,24.25
Australia,Sorghum,2010,30279,534.0,42169.39,20.33
Japan,Soybeans,2008,17791,1668.0,58750.0,13.31
South Africa,Potatoes,2012,351066,495.0,26857.0,15.89
